OID,facility_c,facility_i,facility_t,facility_n,sys_loc_co,loc_name,loc_type,loc_type_2,well_statu,geologic_u,depth_of_w,bottom_of_,surf_elev,latest_sam,number_of_,result_cou,non_detect,detect_bel,exceedance,exceedan_1,exceedan_2,exceedan_3,exceedan_4,exceedan_5,exceedan_6,detect_b_1,detect_b_2,detect_b_3,detect_b_4,detect_b_5,latitude,longitude,eda_url,data_downl,moving_avg
2413,SW-28,1259.0,Closed Landfill,Waste Disposal Engineering Landfill,1000022424, ,Well,Well-Domestic, , ,0.0,0.0, ,2021-07-23,2.0,95.0,89.0,3.0,2.0,455.7,07/23/2021,123-91-1; 335-67-1,"1,4-Dioxane; Perfluorooctanoic acid (PFOA)",1.8 ug/L; .0036 ug/L,1.8; 455.7,375-22-4; 108427-53-8; 307-24-4,Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA),.052 ug/L; .0014 ug/L; .002 ug/L,.01; .14; .01,07/15/2021,45.224378,-93.316874,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000022424,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000022424,2.2857142857142856
1821,SW-28,1259.0,Closed Landfill,Waste Disposal Engineering Landfill,583208, ,Well,Well-Domestic, ,Tunnel City-Wonewoc,207.0,692.0,899,2021-07-23,2.0,96.0,94.0,1.0,0.0,0.0, , , , , ,375-22-4,Perfluorobutanoic acid (PFBA),.0019 ug/L,0,07/14/2021,45.224986,-93.317363,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=583208,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=583208,2.142857142857143
7015,SR0001491,43625976.0,Superfund,East Metro PFAS,435072, ,Well,Well-Domestic, ,Prairie du Chien Group,94.0,825.0,919.0059349,2021-07-23,2.0,42.0,6.0,4.0,2.0,1012.66,07/23/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.008 ug/L; .008 ug/L,1012.66; 1012.66,375-22-4; 375-22-4; 108427-53-8; 108427-53-8,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS),.12 ug/L; .12 ug/L; .003 ug/L; .003 ug/L,.02; .02; .3; .3,07/23/2021,44.977769,-92.855617,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=435072,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=435072,2.0
5444,SW-28,1259.0,Closed Landfill,Waste Disposal Engineering Landfill,1000022435, ,Well,Well-Domestic, , ,0.0,0.0, ,2021-07-23,2.0,95.0,90.0,2.0,2.0,240.51,07/23/2021,123-91-1; 335-67-1,"1,4-Dioxane; Perfluorooctanoic acid (PFOA)",3.1 ug/L; .0019 ug/L,3.1; 240.51,375-22-4; 307-24-4,Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA),.027 ug/L; .0011 ug/L,0; .01,07/15/2021,45.223778,-93.317938,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000022435,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000022435,1.8571428571428572
1847,SW-28,1259.0,Closed Landfill,Waste Disposal Engineering Landfill,1000022422, ,Well,Well-Domestic, , ,0.0,0.0, ,2021-07-23,2.0,70.0,68.0,0.0,1.0,2.7,07/23/2021,123-91-1,"1,4-Dioxane",2.7 ug/L,2.7, , , , , ,45.224104,-93.316879,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000022422,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000022422,2.0
15929,SR0000055,1449.0,Superfund,Oakdale Dump Sites,257746, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2021-07-24,5.0,147.0,72.0,3.0,3.0,151.9,07/24/2021,335-67-1; 335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.0012 ug/L; .0012 ug/L; .0012 ug/L,151.9; 151.9; 151.9,375-22-4; 375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.031 ug/L; .031 ug/L; .031 ug/L,0; 0; 0,07/24/2021,44.982253,-92.934487,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=257746,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=257746,2.857142857142857
4440,SR0001491,43625976.0,Superfund,East Metro PFAS,257746, ,Well,Well-Domestic,Sealed, ,0.0,999.0,999.2126304,2021-07-24,5.0,147.0,72.0,3.0,3.0,151.9,07/24/2021,335-67-1; 335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.0012 ug/L; .0012 ug/L; .0012 ug/L,151.9; 151.9; 151.9,375-22-4; 375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.031 ug/L; .031 ug/L; .031 ug/L,0; 0; 0,07/24/2021,44.982253,-92.934487,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=257746,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=257746,3.4285714285714284
7215,SW-1,1246.0,Closed Landfill,Washington County Landfill,257746, ,Well,Well-Domestic,Sealed, ,0.0,0.0, ,2021-07-24,5.0,147.0,72.0,3.0,3.0,151.9,07/24/2021,335-67-1; 335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.0012 ug/L; .0012 ug/L; .0012 ug/L,151.9; 151.9; 151.9,375-22-4; 375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.031 ug/L; .031 ug/L; .031 ug/L,0; 0; 0,07/24/2021,44.982141,-92.934363,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=257746,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=257746,3.4285714285714284
774,SW-1,1246.0,Closed Landfill,Washington County Landfill,133470, ,Well,Well-Domestic,Active,St.Peter,138.0,0.0, ,2021-07-26,4.0,276.0,48.0,12.0,6.0,2658.23,07/26/2021,45298-90-6; 45298-90-6; 45298-90-6; 335-67-1; 335-67-1; 335-67-1,Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.014 ug/L; .014 ug/L; .014 ug/L; .021 ug/L; .021 ug/L; .021 ug/L,6.09; 6.09; 6.09; 2658.23; 2658.23; 2658.23,45187-15-3; 45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 375-22-4; 108427-53-8; 108427-53-8; 108427-53-8; 307-24-4; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PF,.0035 ug/L; .0035 ug/L; .0035 ug/L; .22 ug/L; .22 ug/L; .22 ug/L; .0036 ug/L; .0036 ug/L; .0036 ug/L; .011 ug/L; .011 ug/L; .011 ug/L,.04; .04; .04; .03; .03; .03; .36; .36; .36; .06; .06; .06,07/26/2021,45.00369,-92.941251,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=133470,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=133470,3.5714285714285716
11504,SR0000055,1449.0,Superfund,Oakdale Dump Sites,133470, ,Well,Well-Domestic,Active,St.Peter,138.0,847.0,985,2021-07-26,4.0,276.0,48.0,12.0,6.0,2658.23,07/26/2021,45298-90-6; 45298-90-6; 45298-90-6; 335-67-1; 335-67-1; 335-67-1,Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.014 ug/L; .014 ug/L; .014 ug/L; .021 ug/L; .021 ug/L; .021 ug/L,6.09; 6.09; 6.09; 2658.23; 2658.23; 2658.23,45187-15-3; 45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 375-22-4; 108427-53-8; 108427-53-8; 108427-53-8; 307-24-4; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PF,.0035 ug/L; .0035 ug/L; .0035 ug/L; .22 ug/L; .22 ug/L; .22 ug/L; .0036 ug/L; .0036 ug/L; .0036 ug/L; .011 ug/L; .011 ug/L; .011 ug/L,.04; .04; .04; .03; .03; .03; .36; .36; .36; .06; .06; .06,07/26/2021,45.00369,-92.941251,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=133470,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=133470,3.4285714285714284
9000,SR0000055,1449.0,Superfund,Oakdale Dump Sites,182958, ,Well,Well-Domestic,Active,Prairie du Chien Group,82.0,813.0,895,2021-07-27,2.0,42.0,6.0,4.0,2.0,1392.41,07/27/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.011 ug/L; .011 ug/L,1392.41; 1392.41,375-22-4; 375-22-4; 307-24-4; 307-24-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.18 ug/L; .18 ug/L; .004 ug/L; .004 ug/L,.03; .03; .02; .02,07/27/2021,44.980005,-92.865466,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=182958,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=182958,3.2857142857142856
11435,SR0000055,1449.0,Superfund,Oakdale Dump Sites,431216, ,Well,Well-Domestic,Active,Prairie du Chien Group,99.0,812.0,910.5413677,2021-07-27,3.0,78.0,14.0,4.0,2.0,759.49,07/27/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.006 ug/L; .006 ug/L,759.49; 759.49,14797-55-8; 14797-55-8; 375-22-4; 375-22-4,Nitrate as N; Nitrate as N; Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),140 ug/L; 140 ug/L; .085 ug/L; .085 ug/L,.01; .01; .01; .01,07/27/2021,44.977092,-92.853843,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=431216,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=431216,3.142857142857143
7206,SR0000055,1449.0,Superfund,Oakdale Dump Sites,174255, ,Well,Well-Domestic,Active,Prairie du Chien Group,88.0,803.0,891,2021-07-27,2.0,42.0,2.0,8.0,2.0,1392.41,07/27/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.011 ug/L; .011 ug/L,1392.41; 1392.41,375-22-4; 375-22-4; 108427-53-8; 108427-53-8; 307-24-4; 307-24-4; 45298-90-6; 45298-90-6,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (P,.24 ug/L; .24 ug/L; .002 ug/L; .002 ug/L; .003 ug/L; .003 ug/L; .002 ug/L; .002 ug/L,.03; .03; .2; .2; .02; .02; .87; .87,07/27/2021,44.980112,-92.864566,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=174255,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=174255,2.5714285714285716
6447,SR0001491,43625976.0,Superfund,East Metro PFAS,174255, ,Well,Well-Domestic,Active,Prairie du Chien Group,0.0,891.0,891,2021-07-27,2.0,42.0,2.0,8.0,2.0,1392.41,07/27/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.011 ug/L; .011 ug/L,1392.41; 1392.41,375-22-4; 375-22-4; 108427-53-8; 108427-53-8; 307-24-4; 307-24-4; 45298-90-6; 45298-90-6,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (P,.24 ug/L; .24 ug/L; .002 ug/L; .002 ug/L; .003 ug/L; .003 ug/L; .002 ug/L; .002 ug/L,.03; .03; .2; .2; .02; .02; .87; .87,07/27/2021,44.980112,-92.864566,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=174255,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=174255,1.7142857142857142
5693,SR0001491,43625976.0,Superfund,East Metro PFAS,182958, ,Well,Well-Domestic,Active,Prairie du Chien Group,82.0,813.0,895,2021-07-27,2.0,42.0,6.0,4.0,2.0,1392.41,07/27/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.011 ug/L; .011 ug/L,1392.41; 1392.41,375-22-4; 375-22-4; 307-24-4; 307-24-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.18 ug/L; .18 ug/L; .004 ug/L; .004 ug/L,.03; .03; .02; .02,07/27/2021,44.980005,-92.865466,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=182958,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=182958,2.7142857142857144
9827,SR0001491,43625976.0,Superfund,East Metro PFAS,431216, ,Well,Well-Domestic, ,Prairie du Chien Group,99.0,812.0,910.5413677,2021-07-27,3.0,78.0,14.0,4.0,2.0,759.49,07/27/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.006 ug/L; .006 ug/L,759.49; 759.49,14797-55-8; 14797-55-8; 375-22-4; 375-22-4,Nitrate as N; Nitrate as N; Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),140 ug/L; 140 ug/L; .085 ug/L; .085 ug/L,.01; .01; .01; .01,07/27/2021,44.977092,-92.853843,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=431216,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=431216,2.4285714285714284
7093,SR0001491,43625976.0,Superfund,East Metro PFAS,642425, ,Well,Well-Domestic,Active,Jordan,300.0,617.0,916.8340188,2021-07-28,4.0,70.0,10.0,4.0,0.0,0.43, , , , , ,375-22-4; 375-22-4; 45298-90-6; 45298-90-6,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS),.053 ug/L; .053 ug/L; .001 ug/L; .001 ug/L,.01; .01; .43; .43,07/28/2021,44.959594,-92.854952,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=642425,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=642425,2.142857142857143
2515,SR0001491,43625976.0,Superfund,East Metro PFAS,1000025346, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2021-07-28,2.0,234.0,48.0,9.0,9.0,1518.99,07/28/2021,108427-53-8; 108427-53-8; 108427-53-8; 45298-90-6; 45298-90-6; 45298-90-6; 335-67-1; 335-67-1; 335-67-1,Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid,.027 ug/L; .027 ug/L; .027 ug/L; .0042 ug/L; .0042 ug/L; .0042 ug/L; .012 ug/L; .012 ug/L; .012 ug/L,2.7; 2.7; 2.7; 1.83; 1.83; 1.83; 1518.99; 1518.99; 1518.99,45187-15-3; 45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 375-22-4; 307-24-4; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.004 ug/L; .004 ug/L; .004 ug/L; .2 ug/L; .2 ug/L; .2 ug/L; .0072 ug/L; .0072 ug/L; .0072 ug/L,.04; .04; .04; .03; .03; .03; .04; .04; .04,07/28/2021,45.010021,-92.940144,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000025346,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000025346,3.142857142857143
3430,SR0000055,1449.0,Superfund,Oakdale Dump Sites,642425, ,Well,Well-Domestic,Active,Jordan,300.0,617.0,916.8340188,2021-07-28,4.0,70.0,10.0,4.0,0.0,0.43, , , , , ,375-22-4; 375-22-4; 45298-90-6; 45298-90-6,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS),.053 ug/L; .053 ug/L; .001 ug/L; .001 ug/L,.01; .01; .43; .43,07/28/2021,44.959594,-92.854952,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=642425,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=642425,4.142857142857143
534,SR0001534,86407163.0,Superfund,Water Gremlin,1000026151, ,Well,Well-Domestic, , ,0.0,0.0, ,2021-07-28,1.0,2.0,2.0,0.0,0.0,0.0, , , , , , , , , , ,45.067003,-93.030083,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000026151,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000026151,3.857142857142857
6229,SR0000055,1449.0,Superfund,Oakdale Dump Sites,1000025346, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2021-07-28,2.0,234.0,48.0,9.0,9.0,1518.99,07/28/2021,108427-53-8; 108427-53-8; 108427-53-8; 45298-90-6; 45298-90-6; 45298-90-6; 335-67-1; 335-67-1; 335-67-1,Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid,.027 ug/L; .027 ug/L; .027 ug/L; .0042 ug/L; .0042 ug/L; .0042 ug/L; .012 ug/L; .012 ug/L; .012 ug/L,2.7; 2.7; 2.7; 1.83; 1.83; 1.83; 1518.99; 1518.99; 1518.99,45187-15-3; 45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 375-22-4; 307-24-4; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.004 ug/L; .004 ug/L; .004 ug/L; .2 ug/L; .2 ug/L; .2 ug/L; .0072 ug/L; .0072 ug/L; .0072 ug/L,.04; .04; .04; .03; .03; .03; .04; .04; .04,07/28/2021,45.010021,-92.940144,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000025346,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000025346,3.857142857142857
13317,SW-1,1246.0,Closed Landfill,Washington County Landfill,1000025346, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2021-07-28,2.0,234.0,48.0,9.0,9.0,1518.99,07/28/2021,108427-53-8; 108427-53-8; 108427-53-8; 45298-90-6; 45298-90-6; 45298-90-6; 335-67-1; 335-67-1; 335-67-1,Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid,.027 ug/L; .027 ug/L; .027 ug/L; .0042 ug/L; .0042 ug/L; .0042 ug/L; .012 ug/L; .012 ug/L; .012 ug/L,2.7; 2.7; 2.7; 1.83; 1.83; 1.83; 1518.99; 1518.99; 1518.99,45187-15-3; 45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 375-22-4; 307-24-4; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.004 ug/L; .004 ug/L; .004 ug/L; .2 ug/L; .2 ug/L; .2 ug/L; .0072 ug/L; .0072 ug/L; .0072 ug/L,.04; .04; .04; .03; .03; .03; .04; .04; .04,07/28/2021,45.010021,-92.940144,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000025346,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000025346,2.5714285714285716
16659,SA0000918,132810112.0,Site Assessment,Gem Lake Domestic Wells,1000026151, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2021-07-28,1.0,2.0,2.0,0.0,0.0,0.0, , , , , , , , , , ,45.067003,-93.030083,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000026151,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000026151,2.5714285714285716
11264,SR0001491,43625976.0,Superfund,East Metro PFAS,678117, ,Well,Well-Domestic,Active,Jordan,195.0,691.0,886,2021-07-29,1.0,14.0,6.0,6.0,0.0,0.7, , , , , ,375-22-4; 375-22-4; 108427-53-8; 108427-53-8; 307-24-4; 307-24-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.43 ug/L; .43 ug/L; .007 ug/L; .007 ug/L; .006 ug/L; .006 ug/L,.06; .06; .7; .7; .03; .03,07/29/2021,44.906779,-92.829092,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=678117,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=678117,2.857142857142857
2582,SR0001534,86407163.0,Superfund,Water Gremlin,1000026154, ,Well,Well-Domestic, , ,0.0,0.0, ,2021-07-29,1.0,2.0,2.0,0.0,0.0,0.0, , , , , , , , , , ,45.057911,-93.032551,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000026154,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000026154,1.5714285714285714
1002,SR0001491,43625976.0,Superfund,East Metro PFAS,824061, ,Well,Well-Domestic,Active,Tunnel City Group,286.0,688.0,974,2021-07-29,1.0,14.0,10.0,2.0,0.0,0.06, , , , , ,375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.4 ug/L; .4 ug/L,.06; .06,07/29/2021,44.908996,-92.81358,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=824061,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=824061,0.42857142857142855
16794,SR0000055,1449.0,Superfund,Oakdale Dump Sites,791520, ,Well,Well-Domestic,Active,Quaternary Water Table Aquifer,125.0,0.0, ,2021-07-29,1.0,14.0,8.0,2.0,2.0,759.49,07/29/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.006 ug/L; .006 ug/L,759.49; 759.49,375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.24 ug/L; .24 ug/L,.03; .03,07/29/2021,44.915234,-92.7829,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=791520,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=791520,0.7142857142857143
16847,SR0000055,1449.0,Superfund,Oakdale Dump Sites,733030, ,Well,Well-Domestic,Active,St.Lawrence-Tunnel City,230.0,0.0, ,2021-07-29,1.0,14.0,12.0,2.0,0.0,0.01, , , , , ,375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.053 ug/L; .053 ug/L,.01; .01,07/29/2021,44.906435,-92.828168,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=733030,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=733030,1.0
3913,SR0000084,1389.0,Superfund,Baytown Twp Groundwater Cont,273644,3152 OAKGREEN AVE N,Well,Well-NonPubWtrSup, ,Prairie du Chien Group,0.0,0.0,989.10,2021-07-29,2.0,136.0,66.0,1.0,1.0,21.5,07/29/2021,79-01-6,Trichloroethene (TCE),8.6 ug/L,21.5,67-66-3,Chloroform,.09 ug/L,0,07/29/2021,44.995026,-92.823298,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=273644,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=273644,1.0
2121,SR0001491,43625976.0,Superfund,East Metro PFAS,257713, ,Well,Well-Domestic, , ,0.0,729.0,729.0584223,2021-07-29,3.0,80.0,34.0,8.0,2.0,1000.0,07/29/2021,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.0079 ug/L; .0079 ug/L,1000; 1000,45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 108427-53-8; 108427-53-8; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PF,.011 ug/L; .011 ug/L; .82 ug/L; .82 ug/L; .006 ug/L; .006 ug/L; .012 ug/L; .012 ug/L,.11; .11; .12; .12; .6; .6; .06; .06,07/29/2021,44.797845,-92.986408,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=257713,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=257713,1.0
