OID,facility_c,facility_i,facility_t,facility_n,sys_loc_co,loc_name,loc_type,loc_type_2,well_statu,geologic_u,depth_of_w,bottom_of_,surf_elev,latest_sam,number_of_,result_cou,non_detect,detect_bel,exceedance,exceedan_1,exceedan_2,exceedan_3,exceedan_4,exceedan_5,exceedan_6,detect_b_1,detect_b_2,detect_b_3,detect_b_4,detect_b_5,latitude,longitude,eda_url,data_downl,moving_avg
4139,LS0000478,1500.0,Integrated Rem,Magellan Pipeline LP - Alexandria Terminal,250768,401 Co. Rd. 22 NW,Well,Well-Industrial,Active,Quaternary Buried Artesian Aquifer,110.0,0.0, ,1986-04-28,2.0,114.0,56.0,1.0,0.0,0.72, , , , , ,107-06-2,"1,2-Dichloroethane",.72 ug/L,.72,04/28/1986,45.896343,-95.389486,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=250768,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=250768,
2493,SW-76,1293.0,Closed Landfill,Gofer Landfill,245525,OW-9,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,24.0,1125.0,1149,1988-06-01,1.0,13.0,0.0,6.0,5.0,43.0,06/01/1988,71-43-2; 7440-43-9; 108-90-7; 60-29-7; 7439-96-5,Benzene; Cadmium; Chlorobenzene; Ethyl ether; Manganese,2.5 ug/L; .8 ug/L; 240 ug/L; 240 ug/L; 4300 ug/L,1.25; 1.6; 2.4; 1.2; 43,7440-38-2; 7440-47-3; 7439-92-1; 7440-66-6; 156-59-2; 156-60-5,"Arsenic; Chromium; Lead; Zinc; cis-1,2-Dichloroethylene; trans-1,2-Dichloroethylene",7.5 ug/L; 12 ug/L; 8.7 ug/L; 50 ug/L; .3 ug/L; .7 ug/L,.75; .12; .58; .03; .05; .08,06/01/1988,43.757964,-94.490179,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245525,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245525,
3239,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,206443,W112,Well,Well-Other,Sealed,Multiple,540.0,378.0,917.52,1988-10-25,1.0,62.0,42.0,12.0,0.0,0.01, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 92-52-4; 92-52-4; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 129-00-0; 129-00-0,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Biphenyl; Biphenyl; Fluorene; Fluorene; Naphthalene; Naphthalene; Pyrene; Pyrene,.061 ug/L; .061 ug/L; .015 ug/L; .015 ug/L; .0069 ug/L; .0069 ug/L; .0072 ug/L; .0072 ug/L; .047 ug/L; .047 ug/L; .0085 ug/L; .0085 ug/L,.01; .01; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,10/25/1988,44.937235,-93.356876,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=206443,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=206443,
14574,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,206443,W112,Well,Well,Sealed,Prairie du Chien-Jordan,540.0,377.0,917,1988-10-25,1.0,62.0,42.0,12.0,0.0,0.01, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 92-52-4; 92-52-4; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 129-00-0; 129-00-0,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Biphenyl; Biphenyl; Fluorene; Fluorene; Naphthalene; Naphthalene; Pyrene; Pyrene,.061 ug/L; .061 ug/L; .015 ug/L; .015 ug/L; .0069 ug/L; .0069 ug/L; .0072 ug/L; .0072 ug/L; .047 ug/L; .047 ug/L; .0085 ug/L; .0085 ug/L,.01; .01; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,10/25/1988,44.937154,-93.356796,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=206443,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=206443,1.8571428571428572
1625,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,216040,W12,Well,Well-Other,Active,Quaternary Water Table Aquifer,47.0,872.0,919.29,1989-06-21,3.0,93.0,28.0,1.0,0.0,0.0, , , , , ,83-32-9,Acenaphthene,.37 ug/L,0,06/21/1989,44.93757,-93.361885,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=216040,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=216040,2.5714285714285716
2308,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,216034,W6,Well,Well-Other,Sealed,Quaternary Water Table Aquifer,26.0,868.0,894.24,1989-06-23,3.0,93.0,2.0,1.0,8.0,140.0,06/23/1989,91-57-6; 83-32-9; 50-32-8; 92-52-4; 206-44-0; 86-73-7; 91-20-3; 129-00-0,2-Methylnaphthalene; Acenaphthene; Benzo[a]pyrene; Biphenyl; Fluoranthene; Fluorene; Naphthalene; Pyrene,230 ug/L; 370 ug/L; 14 ug/L; 71 ug/L; 200 ug/L; 280 ug/L; 1000 ug/L; 140 ug/L,28.75; 3.7; 140; 7.1; 2.86; 3.5; 14.29; 2.8,120-12-7,Anthracene,39 ug/L,.07,06/23/1989,44.938891,-93.373794,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=216034,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=216034,1.8571428571428572
12681,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,161436,W407,Well,Well-Irrigation,Active,Multiple,543.0,377.0,920,1989-06-29,1.0,31.0,23.0,4.0,0.0,0.0, , , , , ,91-57-6; 83-32-9; 91-20-3; 129-00-0,2-Methylnaphthalene; Acenaphthene; Naphthalene; Pyrene,.0028 ug/L; .0024 ug/L; .0048 ug/L; .019 ug/L,0; 0; 0; 0,06/29/1989,44.94384,-93.324519,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=161436,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=161436,1.8571428571428572
6295,LS0002037,32319410.0,Petroleum,Alexandria Welding Shop,277823,WS-2,Well,Well-NonPubWtrSup,Active, ,0.0,0.0, ,1989-10-06,1.0,108.0,46.0,0.0,5.0,3050.0,10/06/1989,107-06-2; 71-43-2; 100-41-4; 108-88-3; 1330-20-7,"1,2-Dichloroethane; Benzene; Ethylbenzene; Toluene; Xylene",50 ug/L; 6100 ug/L; 1800 ug/L; 6900 ug/L; 6400 ug/L,50; 3050; 45; 98.57; 21.33, , , , , ,45.890396,-95.371776,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=277823,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=277823,1.8571428571428572
1654,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,439725,W430,Well,Well-Monitoring,Sealed,Platteville,83.0,812.0,895.34,1990-05-31,1.0,62.0,62.0,0.0,0.0,0.0, , , , , , , , , , ,44.936918,-93.372196,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=439725,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=439725,1.8571428571428572
14031,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,439767,P306,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,37.0,858.0,894.82,1990-05-31,1.0,62.0,62.0,0.0,0.0,0.0, , , , , , , , , , ,44.936958,-93.372186,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=439767,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=439767,0.8571428571428571
6913,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,439767,P306,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,37.0,858.0,894.82,1990-05-31,1.0,62.0,62.0,0.0,0.0,0.0, , , , , , , , , , ,44.936958,-93.372186,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=439767,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=439767,0.8571428571428571
14774,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,439725,W430,Well,Well-Monitoring,Sealed,Platteville,83.0,812.0,895.34,1990-05-31,1.0,62.0,62.0,0.0,0.0,0.0, , , , , , , , , , ,44.936918,-93.372196,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=439725,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=439725,0.14285714285714285
10312,LS0000478,1500.0,Integrated Rem,Magellan Pipeline LP - Alexandria Terminal,436279,MW-28,Well,Well-Monitoring,Active, ,29.5,1371.0,1400.57,1990-06-19,1.0,8.0,6.0,0.0,1.0,4.3,06/19/1990,NO2NO3,Inorganic nitrogen (nitrate and nitrite) as N,43000 ug/L,4.3, , , , , ,45.894236,-95.388661,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=436279,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=436279,0.14285714285714285
14014,SR0000358,1748.0,Superfund,Edina Well Field Site,462931,SPS-432,Well,Well-Monitoring,Sealed, ,80.0,835.0,915.26577732,1991-04-11,1.0,62.0,56.0,2.0,0.0,0.23, , , , , ,83-32-9; 83-32-9,Acenaphthene; Acenaphthene,23 ug/L; 23 ug/L,.23; .23,04/11/1991,44.937307,-93.359467,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=462931,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=462931,0.14285714285714285
11093,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,462931,P311,Well,Well-Other,Sealed, ,77.0,841.0,917.91,1991-04-11,1.0,62.0,56.0,2.0,0.0,0.23, , , , , ,83-32-9; 83-32-9,Acenaphthene; Acenaphthene,23 ug/L; 23 ug/L,.23; .23,04/11/1991,44.937907,-93.357882,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=462931,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=462931,0.14285714285714285
1859,SW-61,1245.0,Closed Landfill,Woodlake Landfill,240805,B-16,Well,Well-Monitoring,Sealed, ,0.0,0.0, ,1991-04-26,11.0,112.0,51.0,1.0,0.0,0.12, , , , , ,109-99-9,Tetrahydrofuran,69 ug/L,.12,04/26/1991,45.047695,-93.617503,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=240805,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=240805,0.2857142857142857
7793,LS0002873,34403770.0,Petroleum,Alexandria Tire and Auto,471197,MW-1,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,23.0,1367.0,1389.82,1991-10-09,2.0,60.0,55.0,0.0,0.0,0.0, , , , , , , , , , ,45.890241,-95.366296,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=471197,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=471197,0.8571428571428571
240,LS0002873,34403770.0,Petroleum,Alexandria Tire and Auto,471198,MW-2,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,20.0,1370.0,1389.69,1991-10-09,2.0,60.0,55.0,0.0,0.0,0.0, , , , , , , , , , ,45.890189,-95.365731,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=471198,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=471198,1.1428571428571428
10705,LS0002873,34403770.0,Petroleum,Alexandria Tire and Auto,471199,MW-3,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,23.0,1367.0,1390,1991-10-09,2.0,112.0,56.0,1.0,1.0,42.5,10/09/1991,71-43-2,Benzene,85 ug/L,42.5,100-41-4,Ethylbenzene,12 ug/L,.3,10/09/1991,45.890039,-95.366171,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=471199,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=471199,1.7142857142857142
6223,SW-70,1290.0,Closed Landfill,Meeker County Landfill,245976,TW-103,Well,Well-Monitoring,Sealed,Quaternary Aquitard,26.0,1064.0,1090,1991-10-16,7.0,46.0,0.0,13.0,5.0,7.0,10/31/1990,7440-38-2; 7439-96-5; 75-09-2; 79-01-6; 75-01-4,Arsenic; Manganese; Methylene chloride; Trichloroethylene; Vinyl chloride,14.4 ug/L; 700 ug/L; 29 ug/L; .4 ug/L; 1.4 ug/L,1.44; 7; 5.8; 1; 7,75-34-3; 67-64-1; 7440-43-9; 98-82-8; 75-71-8; 60-29-7; 74-83-9; 78-93-3; 109-99-9; 1330-20-7; 7440-66-6; 156-59-2; 156-60-5,"1,1-Dichloroethane; Acetone; Cadmium; Cumene; Dichlorodifluoromethane; Ethyl ether; Methyl bromide; Methyl ethyl ketone; Tetrahydrofuran; Xylene; Zinc; cis-1,2-Dichloroethylene; trans-1,2-Dichloroethylene",5.8 ug/L; 16.1 ug/L; .1 ug/L; 5.8 ug/L; 3.7 ug/L; 1.6 ug/L; 2.4 ug/L; 13.4 ug/L; 170 ug/L; 1 ug/L; 10 ug/L; 1.1 ug/L; .5 ug/L,.07; .01; .2; .02; .01; .01; .24; .03; .28; 0; .01; .18; .06,10/16/1991,45.170619,-94.499258,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245976,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245976,1.7142857142857142
6248,SW-104,1313.0,Closed Landfill,Murray County Landfill,512561,P-4,Well,Well-Monitoring,Sealed, ,63.0,1715.0,1778,1991-10-23,3.0,9.0,0.0,3.0,2.0,1.6,10/23/1991,7440-38-2; 75-09-2,Arsenic; Methylene chloride,10 ug/L; 8 ug/L,1; 1.6,7439-97-6; 78-93-3; 109-99-9,Mercury; Methyl ethyl ketone; Tetrahydrofuran,1.8 ug/L; 28 ug/L; 69 ug/L,.9; .07; .12,10/23/1991,43.950816,-95.849558,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=512561,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=512561,1.7142857142857142
9628,LS0004644,1535.0,Integrated Rem,Amoco Sauk Centre Terminal,461436,MW-3,Well,Well-Monitoring,Sealed, ,17.25,1245.0,1262.03,1991-11-07,1.0,7.0,0.0,0.0,4.0,2000.0,11/07/1991,71-43-2; 100-41-4; 108-88-3; 1330-20-7,Benzene; Ethylbenzene; Toluene; Xylene,4000 ug/L; 9300 ug/L; 29000 ug/L; 31000 ug/L,2000; 232.5; 414.29; 103.33, , , , , ,45.741036,-94.976363,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=461436,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=461436,1.7142857142857142
9215,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,462934,P313,Well,Well-Monitoring,Active,Quaternary Buried Artesian Aquifer,71.0,853.0,923.98,1992-02-11,2.0,124.0,44.0,6.0,0.0,0.01, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 91-20-3; 91-20-3,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Naphthalene; Naphthalene,.019 ug/L; .019 ug/L; .78 ug/L; .78 ug/L; .043 ug/L; .043 ug/L,0; 0; .01; .01; 0; 0,02/11/1992,44.935747,-93.356789,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=462934,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=462934,1.5714285714285714
13316,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,462934,P313,Well,Well-Monitoring,Active,Quaternary Buried Artesian Aquifer,71.0,853.0,923.98,1992-02-11,2.0,124.0,44.0,6.0,0.0,0.01, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 91-20-3; 91-20-3,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Naphthalene; Naphthalene,.019 ug/L; .019 ug/L; .78 ug/L; .78 ug/L; .043 ug/L; .043 ug/L,0; 0; .01; .01; 0; 0,02/11/1992,44.935747,-93.356789,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=462934,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=462934,1.5714285714285714
9107,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,498920,W435,Well,Well-Monitoring,Sealed,Platteville,109.0,814.0,922.63,1992-03-11,2.0,124.0,54.0,4.0,0.0,0.01, , , , , ,91-57-6; 91-57-6; 91-20-3; 91-20-3,2-Methylnaphthalene; 2-Methylnaphthalene; Naphthalene; Naphthalene,.083 ug/L; .083 ug/L; .22 ug/L; .22 ug/L,.01; .01; 0; 0,03/11/1992,44.941802,-93.368299,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=498920,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=498920,2.0
14379,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,498920,W435,Well,Well-Monitoring,Sealed,Platteville,109.0,814.0,922.63,1992-03-11,2.0,124.0,54.0,4.0,0.0,0.01, , , , , ,91-57-6; 91-57-6; 91-20-3; 91-20-3,2-Methylnaphthalene; 2-Methylnaphthalene; Naphthalene; Naphthalene,.083 ug/L; .083 ug/L; .22 ug/L; .22 ug/L,.01; .01; 0; 0,03/11/1992,44.941802,-93.368299,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=498920,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=498920,1.5714285714285714
9681,SW-120,1312.0,Closed Landfill,Pipestone County Landfill,245122,MW-3,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,8.0,1688.0,1696,1992-03-25,8.0,91.0,0.0,20.0,5.0,22.9,03/25/1992,100-41-4; 7439-96-5; 127-18-4; 79-01-6; 156-59-2,"Ethylbenzene; Manganese; Tetrachloroethylene; Trichloroethylene; cis-1,2-Dichloroethylene",114 ug/L; 2290 ug/L; 8 ug/L; 2.2 ug/L; 24.2 ug/L,2.85; 22.9; 2; 5.5; 4.03,71-55-6; 75-34-3; 78-87-5; 7440-38-2; 7440-43-9; 108-90-7; 7440-47-3; 98-82-8; 75-71-8; 60-29-7; 7439-92-1; 7439-97-6; 74-83-9; 109-99-9; 108-88-3; 1330-20-7; 7440-66-6; 95-50-1; 106-46-7; 156-60-5,"1,1,1-Trichloroethane; 1,1-Dichloroethane; 1,2-Dichloropropane; Arsenic; Cadmium; Chlorobenzene; Chromium; Cumene; Dichlorodifluoromethane; Ethyl ether; Lead; Mercury; Methyl bromide; Tetrahydrofuran; Toluene; Xylene; Zinc; o-Dichlorobenzene; p-Dichlorob",.2 ug/L; 1.3 ug/L; 1.1 ug/L; 3 ug/L; .41 ug/L; 13.6 ug/L; 10 ug/L; 18.5 ug/L; 256 ug/L; 61.6 ug/L; 6 ug/L; .29 ug/L; 9.2 ug/L; 60.5 ug/L; 2.9 ug/L; 17.9 ug/L; 20 ug/L; 2.5 ug/L; 4.9 ug/L; 2.2 ug/L,0; .02; .37; .3; .82; .14; .1; .06; .51; .31; .4; .15; .92; .1; .04; .06; .01; 0; .1; .24,03/25/1992,44.036196,-96.169657,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245122,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245122,1.5714285714285714
6071,SW-120,1312.0,Closed Landfill,Pipestone County Landfill,245121,MW-2B,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,14.0,1686.0,1700,1992-03-25,14.0,111.0,0.0,22.0,5.0,13.3,06/24/1991,71-43-2; 7439-96-5; 79-01-6; 75-01-4; 156-59-2,"Benzene; Manganese; Trichloroethylene; Vinyl chloride; cis-1,2-Dichloroethylene",4.7 ug/L; 1330 ug/L; .8 ug/L; 1 ug/L; 13.3 ug/L,2.35; 13.3; 2; 5; 2.22,71-55-6; 75-34-3; 107-06-2; 78-87-5; 67-64-1; 7440-38-2; 7440-43-9; 108-90-7; 7440-47-3; 98-82-8; 75-71-8; 60-29-7; 7439-92-1; 7439-97-6; 74-83-9; 78-93-3; 109-99-9; 1330-20-7; 7440-66-6; 95-50-1; 106-46-7; 156-60-5,"1,1,1-Trichloroethane; 1,1-Dichloroethane; 1,2-Dichloroethane; 1,2-Dichloropropane; Acetone; Arsenic; Cadmium; Chlorobenzene; Chromium; Cumene; Dichlorodifluoromethane; Ethyl ether; Lead; Mercury; Methyl bromide; Methyl ethyl ketone; Tetrahydrofuran; Xyl",1 ug/L; .7 ug/L; .7 ug/L; 1.7 ug/L; 16.8 ug/L; 3.1 ug/L; .32 ug/L; .7 ug/L; 1 ug/L; 2.2 ug/L; 3.2 ug/L; 3.4 ug/L; 14.81 ug/L; .3 ug/L; 3.7 ug/L; 14.2 ug/L; 20.2 ug/L; 1.6 ug/L; 20 ug/L; .8 ug/L; 1.3 ug/L; .9 ug/L,.01; .01; .7; .57; .01; .31; .64; .01; .01; .01; .01; .02; .99; .15; .37; .04; .03; .01; .01; 0; .03; .1,11/12/1991,44.035553,-96.169688,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245121,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245121,2.0
11689,SW-120,1312.0,Closed Landfill,Pipestone County Landfill,245120,MW-2A,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,31.0,1669.0,1700,1992-03-25,12.0,78.0,0.0,6.0,1.0,11.5,03/25/1992,7440-38-2,Arsenic,115 ug/L,11.5,71-55-6; 7440-43-9; 7440-47-3; 7439-92-1; 7439-96-5; 7440-66-6,"1,1,1-Trichloroethane; Cadmium; Chromium; Lead; Manganese; Zinc",.54 ug/L; .12 ug/L; 1.8 ug/L; 1 ug/L; 20 ug/L; 10 ug/L,0; .24; .02; .07; .2; .01,06/24/1991,44.03548,-96.169686,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245120,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245120,3.142857142857143
1550,SW-70,1290.0,Closed Landfill,Meeker County Landfill,245971,TW-4,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,7.0,1074.0,1081,1992-04-28,4.0,13.0,0.0,9.0,0.0,0.9, , , , , ,67-64-1; 7440-38-2; 7440-43-9; 100-41-4; 7439-96-5; 78-93-3; 108-88-3; 1330-20-7; 7440-66-6,Acetone; Arsenic; Cadmium; Ethylbenzene; Manganese; Methyl ethyl ketone; Toluene; Xylene; Zinc,16 ug/L; 2.1 ug/L; .38 ug/L; 2.5 ug/L; 90 ug/L; 14 ug/L; 2.8 ug/L; .6 ug/L; 20 ug/L,.01; .21; .76; .06; .9; .04; .04; 0; .01,04/28/1992,45.167511,-94.498215,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245971,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245971,3.4285714285714284
1596,SW-70,1290.0,Closed Landfill,Meeker County Landfill,245969,TW-2,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,0.0,0.0,1079,1992-04-28,5.0,23.0,0.0,8.0,3.0,4.3,04/28/1992,71-43-2; 7440-43-9; 7439-96-5,Benzene; Cadmium; Manganese,2.9 ug/L; .97 ug/L; 430 ug/L,1.45; 1.94; 4.3,75-34-3; 67-64-1; 60-29-7; 7439-92-1; 78-93-3; 109-99-9; 1330-20-7; 7440-66-6,"1,1-Dichloroethane; Acetone; Ethyl ether; Lead; Methyl ethyl ketone; Tetrahydrofuran; Xylene; Zinc",.8 ug/L; 15.9 ug/L; 29.7 ug/L; 7.23 ug/L; 13.5 ug/L; 21.7 ug/L; .6 ug/L; 1110 ug/L,.01; .01; .15; .48; .03; .04; 0; .56,04/28/1992,45.167993,-94.494198,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245969,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245969,3.142857142857143
6987,SW-70,1290.0,Closed Landfill,Meeker County Landfill,245970,TW-3,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,7.0,1078.0,1085,1992-04-28,8.0,148.0,0.0,20.0,8.0,26.0,04/28/1992,107-06-2; 7440-38-2; 71-43-2; 56-23-5; 100-41-4; 7439-96-5; 79-01-6; 75-01-4,"1,2-Dichloroethane; Arsenic; Benzene; Carbon tetrachloride; Ethylbenzene; Manganese; Trichloroethylene; Vinyl chloride",1.7 ug/L; 28.7 ug/L; 6.5 ug/L; 2.5 ug/L; 43.8 ug/L; 840 ug/L; .6 ug/L; 5.2 ug/L,1.7; 2.87; 3.25; 2.5; 1.1; 8.4; 1.5; 26,75-34-3; 78-87-5; 67-64-1; 7440-43-9; 108-90-7; 7440-47-3; 98-82-8; 75-71-8; 60-29-7; 74-83-9; 78-93-3; 108-10-1; 75-09-2; 109-99-9; 108-88-3; 1330-20-7; 7440-66-6; 156-59-2; 106-46-7; 156-60-5,"1,1-Dichloroethane; 1,2-Dichloropropane; Acetone; Cadmium; Chlorobenzene; Chromium; Cumene; Dichlorodifluoromethane; Ethyl ether; Methyl bromide; Methyl ethyl ketone; Methyl isobutyl ketone; Methylene chloride; Tetrahydrofuran; Toluene; Xylene; Zinc; cis",.6 ug/L; .9 ug/L; 37.8 ug/L; .14 ug/L; 10 ug/L; 3.2 ug/L; 1.7 ug/L; 2.3 ug/L; 139 ug/L; 3.4 ug/L; 38.7 ug/L; 9 ug/L; 1.5 ug/L; 151 ug/L; 30 ug/L; 35.1 ug/L; 20 ug/L; 1 ug/L; 4.6 ug/L; 1.9 ug/L,.01; .3; .01; .28; .1; .03; .01; 0; .7; .34; .1; .03; .3; .25; .43; .12; .01; .17; .09; .21,04/28/1992,45.168106,-94.495409,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245970,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245970,2.4285714285714284
4422,SW-85,1280.0,Closed Landfill,Albert Lea Sanitary Landfill,245806,MW-A,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,10.0,1219.0,1228.7,1992-07-02,9.0,38.0,0.0,8.0,2.0,1.35,07/02/1992,71-43-2; 7440-43-9,Benzene; Cadmium,2.7 ug/L; .6 ug/L,1.35; 1.2,67-64-1; 7440-38-2; 7440-47-3; 7439-92-1; 7439-96-5; 7439-97-6; 75-09-2; 7440-66-6,Acetone; Arsenic; Chromium; Lead; Manganese; Mercury; Methylene chloride; Zinc,11.7 ug/L; 2.38 ug/L; 3.9 ug/L; 2.6 ug/L; 30 ug/L; 1.6 ug/L; 2.4 ug/L; 10 ug/L,0; .24; .04; .17; .3; .8; .48; .01,11/15/1990,43.683782,-93.381743,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245806,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245806,2.2857142857142856
