Join_Count,TARGET_FID,facility_c,facility_i,facility_t,facility_n,sys_loc_co,loc_name,loc_type,loc_type_2,well_statu,geologic_u,depth_of_w,bottom_of_,surf_elev,latest_sam,number_of_,result_cou,non_detect,detect_bel,exceedance,exceedan_1,exceedan_2,exceedan_3,exceedan_4,exceedan_5,exceedan_6,detect_b_1,detect_b_2,detect_b_3,detect_b_4,detect_b_5,latitude,longitude,eda_url,data_downl,GNIS_FEATU,FEATURE_NA,CTU_CLASS,COUNTY_GNI,COUNTY_COD,COUNTY_NAM,POPULATION,SHAPE_Leng,Combined_GNIS_IDs,JoinKey
1,1,SR0000365,31373698.000000000000000,Superfund,3M Woodbury,257221,257221,Well,Well-Other, , ,0.000000000000000,0.000000000000000, ,3/22/2007 0:00:00,1.000000000000000,14.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.847461000000003,-92.880671000000007,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=257221,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=257221,2393644,Cottage Grove,CITY,659526,82,Washington,41027,48122.863541799997620,2393644_659526,257221_2393644_659526
1,2,SW-39,1265.000000000000000,Closed Landfill,Long Prairie Landfill,769461,MW-11,Well,Well-Monitoring,Active,Quaternary Buried Artesian Aquifer,39.000000000000000,1347.000000000000000,1386.125,5/19/2020 0:00:00,23.000000000000000,1542.000000000000000,83.000000000000000,3.000000000000000,0.000000000000000,0.030000000000000, , , , , ,7440-39-3; 7440-47-3; NO2NO3,Barium; Chromium; Inorganic nitrogen (nitrate and nitrite) as N,13 ug/L; 1.9 ug/L; 340 ug/L,.01; .02; .03,12/11/2017,45.980079000000003,-94.768536999999995,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=769461,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=769461,663688,Bruce,TOWNSHIP,659521,77,Todd,490,38652.907401399999799,663688_659521,769461_663688_659521
1,3,SW-49,1268.000000000000000,Closed Landfill,Ironwood Landfill,122207,W-90,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,15.000000000000000,1270.000000000000000,1285,9/28/2023 0:00:00,42.000000000000000,495.000000000000000,78.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,43.621229999999997,-92.386878999999993,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=122207,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=122207,663617,Bloomfield,TOWNSHIP,659468,23,Fillmore,325,42723.334497299998475,663617_659468,122207_663617_659468
1,4,SR0001491,43625976.000000000000000,Superfund,East Metro PFAS,854527,PZED,Well,Well-Monitoring,Active, ,21.000000000000000,875.000000000000000,896,7/18/2024 0:00:00,11.000000000000000,401.000000000000000,28.000000000000000,3.000000000000000,3.000000000000000,30886.080000000001746,05/10/2024,108427-53-8; 45298-90-6; 335-67-1,Perfluorohexane sulfonate; Perfluorooctane sulfonate; Perfluorooctanoic acid,.0297 ug/L; .632 ug/L; .244 ug/L,2.97; 274.78; 30886.08,45187-15-3; 375-22-4; 307-24-4,Perfluorobutane sulfonate; Perfluorobutanoic acid; Perfluorohexanoic acid,.0117 ug/L; .357 ug/L; .0435 ug/L,.12; .05; .22,05/10/2024,44.975805000000001,-92.905717999999993,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=854527,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=854527,2395589,Lake Elmo,CITY,659526,82,Washington,13514,36647.448345800003153,2395589_659526,854527_2395589_659526
1,5,SR0000365,31373698.000000000000000,Superfund,3M Woodbury,MNPCAP17884,MNPCAP17884,Well,Well-Other, , ,0.000000000000000,0.000000000000000, ,3/18/2008 0:00:00,4.000000000000000,126.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.872796000000001,-92.896795999999995,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=MNPCAP17884,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=MNPCAP17884,2397369,Woodbury,CITY,659526,82,Washington,77224,40891.720656600002258,2397369_659526,MNPCAP17884_2397369_659526
1,6,LS0079020,116478854.000000000000000,Petroleum,Gasoline Additive Project,2001013033, ,Well,Well-Domestic,Active, ,0.000000000000000,0.000000000000000, ,6/22/2023 0:00:00,1.000000000000000,70.000000000000000,68.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,43.881979999999999,-95.112577999999999,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=2001013033,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=2001013033,664334,Great Bend,TOWNSHIP,659462,17,Cottonwood,330,60651.640595400000166,664334_659462,2001013033_664334_659462
1,7,SW-146,1324.000000000000000,Closed Landfill,Leech Lake Landfill,565628, ,Well,Well-Domestic,Active,Quaternary Buried Artesian Aquifer,65.000000000000000,0.000000000000000, ,6/9/2022 0:00:00,17.000000000000000,1178.000000000000000,79.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,47.371718000000001,-94.685490000000001,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=565628,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=565628,664142,Farden,TOWNSHIP,659474,29,Hubbard,1210,38733.832697600002575,664142_659474,565628_664142_659474
1,8,LS0002303,1518.000000000000000,Petroleum,Bowmans Fuel Service,510170,BMW-3,Well,Well-Monitoring, ,St.Peter,32.200000000000003,70.000000000000000,102.37,3/30/2009 0:00:00,3.000000000000000,22.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,43.996541999999998,-92.457126000000002,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=510170,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=510170,2396395,Rochester,CITY,659500,55,Olmsted,125055,182274.632963000010932,2396395_659500,510170_2396395_659500
1,9,SR0000008,1892.000000000000000,Superfund,St. Regis Paper OU 1,2001002922,OU2-VAS33,Well,Well-Temporary, , ,80.000000000000000,1225.000000000000000,1304.7,2/19/2016 0:00:00,1.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000, , , , , ,91-20-3,Naphthalene,.22 ug/L,0,02/19/2016,47.369790000000002,-94.609945999999994,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=2001002922,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=2001002922,665295,Pike Bay,TOWNSHIP,659456,11,Cass,1684,53253.818764499999816,665295_659456,2001002922_665295_659456
1,10,SA0000903,184588847.000000000000000,Site Assessment,Red Oaks Neighborhood,122194, ,Well,Well-Domestic,Active,Wonewoc Sandstone,260.000000000000000,0.000000000000000, ,6/5/2024 0:00:00,4.000000000000000,758.000000000000000,194.000000000000000,2.000000000000000,0.000000000000000,0.610000000000000, , , , , ,45298-90-6; 45298-90-6,Perfluorooctanesulfonate (PFOS); Perfluorooctanesulfonate (PFOS),.0014 ug/L; .0014 ug/L,.61; .61,11/08/2021,45.225214999999999,-93.322586999999999,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=122194,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=122194,2393954,Andover,CITY,659447,02,Anoka,32822,45709.200306899998395,2393954_659447,122194_2393954_659447
1,11,SA0010061,189927597.000000000000000,Site Assessment,Battle Lake Well #4,764318, ,Well,Well-Domestic,Active,Quaternary Water Table Aquifer,66.000000000000000,0.000000000000000, ,5/31/2023 0:00:00,1.000000000000000,48.000000000000000,5.000000000000000,6.000000000000000,1.000000000000000,4.220000000000000,05/31/2023,7439-96-5,Manganese,422 ug/L,4.22,7440-38-2; 7440-39-3; 7440-42-8; 16984-48-8; NO2NO3; 7440-24-6,Arsenic; Barium; Boron; Fluoride; Nitrate/Nitrite as N; Strontium,.615 ug/L; 299 ug/L; 25.7 ug/L; 140 ug/L; 1000 ug/L; 152 ug/L,.06; .15; .05; .04; .1; .05,05/31/2023,46.277223999999997,-95.718154999999996,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=764318,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=764318,2394083,Battle Lake,CITY,659501,56,Otter Tail,857,17027.361129199998686,2394083_659501,764318_2394083_659501
1,12,SW-58,1273.000000000000000,Closed Landfill,Hopkins Landfill,480124,MW-202,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,28.000000000000000,867.000000000000000,894.66,5/10/2023 0:00:00,18.000000000000000,1300.000000000000000,102.000000000000000,3.000000000000000,1.000000000000000,4.580000000000000,04/16/2020,7439-96-5,"Manganese, Dissolved",458 ug/L,4.58,7440-38-2; 7440-39-3; 375-22-4,"Arsenic, Dissolved; Barium, Dissolved; Perfluorobutanoic acid (PFBA)",2.45 ug/L; 74 ug/L; .00086 ug/L,.25; .04; 0,05/10/2023,44.908282000000000,-93.421030999999999,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=480124,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=480124,2394417,Hopkins,CITY,659472,27,Hennepin,18608,21196.223854299998493,2394417_659472,480124_2394417_659472
1,13,SW-94,1275.000000000000000,Closed Landfill,Anoka-Ramsey Landfill,760927,MW-50,Well,Well-Monitoring,Active,Quaternary Buried Artesian Aquifer,90.000000000000000,782.000000000000000,872.13,11/6/2024 0:00:00,26.000000000000000,1661.000000000000000,98.000000000000000,7.000000000000000,4.000000000000000,1329.109999999999900,11/06/2024,123-91-1; 7439-96-5; 335-67-1; 75-01-4,"1,4-Dioxane; Manganese, Dissolved; PFOA; Vinyl chloride",3 ug/L; 224 ug/L; .0105 ug/L; .49 ug/L,3; 2.24; 1329.11; 2.45,108-10-1; 375-22-4; 375-73-5; 307-24-4; 355-46-4; 375-95-1; 108-88-3,Methyl isobutyl ketone (MIBK); PFBA; PFBS; PFHxA; PFHxS; PFNA; Toluene,5.3 ug/L; .02 ug/L; .0021 ug/L; .00324 ug/L; .000524 ug/L; .00136 ug/L; 11 ug/L,.02; 0; .02; .02; .05; .14; .16,11/06/2024,45.234310000000001,-93.435298000000003,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=760927,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=760927,2396311,Ramsey,CITY,659447,02,Anoka,28712,46220.296571400001994,2396311_659447,760927_2396311_659447
1,14,SR0000056,1762.000000000000000,Superfund,Perham Arsenic,524059,MEW-10,Well,Well-Monitoring,Active,Quaternary Buried Unconfined Aquifer,30.000000000000000,1334.000000000000000,1363.681146,9/8/2022 0:00:00,11.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,5.780000000000000,09/08/2022,7440-38-2,"Arsenic, Dissolved",57.8 ug/L,5.78, , , , , ,46.587285999999999,-95.573217000000000,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=524059,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=524059,2396181,Perham,CITY,659501,56,Otter Tail,3605,34216.240628100000322,2396181_659501,524059_2396181_659501
1,15,SW-8,1252.000000000000000,Closed Landfill,Johnson Brothers Landfill,880294,MW-15 (VAP-19),Well,Well-Monitoring,Active, ,151.000000000000000,0.000000000000000, ,11/20/2024 0:00:00,3.000000000000000,103.000000000000000,44.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,45.174965000000000,-93.159074000000004,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=880294,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=880294,2394183,Blaine,CITY,659447,02,Anoka,71891,47618.280703800002811,2394183_659447,880294_2394183_659447
1,16,SR0001491,43625976.000000000000000,Superfund,East Metro PFAS,1000029195, ,Well,Well-Domestic,Active, ,0.000000000000000,0.000000000000000, ,8/22/2022 0:00:00,1.000000000000000,14.000000000000000,2.000000000000000,8.000000000000000,2.000000000000000,1012.659999999999968,08/22/2022,335-67-1; 335-67-1,Perfluorooctanoic acid (PFOA); Perfluorooctanoic acid (PFOA),.008 ug/L; .008 ug/L,1012.66; 1012.66,45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 108427-53-8; 108427-53-8; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PF,.003 ug/L; .003 ug/L; .21 ug/L; .21 ug/L; .002 ug/L; .002 ug/L; .004 ug/L; .004 ug/L,.03; .03; .03; .03; .2; .2; .02; .02,08/22/2022,45.017665999999998,-92.948635999999993,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000029195,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000029195,2395589,Lake Elmo,CITY,659526,82,Washington,13514,36647.448345800003153,2395589_659526,1000029195_2395589_659526
1,17,SR0001491,43625976.000000000000000,Superfund,East Metro PFAS,542025, ,Well,Well-Domestic,Active,Tunnel City Group,200.000000000000000,722.000000000000000,922,5/16/2019 0:00:00,1.000000000000000,14.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.878022000000001,-92.809274000000002,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=542025,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=542025,2393887,Afton,CITY,659526,82,Washington,2983,38777.889558100003342,2393887_659526,542025_2393887_659526
1,18,SW-1,1246.000000000000000,Closed Landfill,Washington County Landfill,175188, ,Well,Well-Domestic,Active,St.Peter,134.000000000000000,0.000000000000000, ,5/25/2006 0:00:00,2.000000000000000,27.000000000000000,21.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,45.009101000000001,-92.927604000000002,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=175188,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=175188,2395589,Lake Elmo,CITY,659526,82,Washington,13514,36647.448345800003153,2395589_659526,175188_2395589_659526
1,19,SA0000903,184588847.000000000000000,Site Assessment,Red Oaks Neighborhood,2001013387, ,Well,Well-Domestic,Active, ,0.000000000000000,0.000000000000000, ,6/4/2024 0:00:00,2.000000000000000,190.000000000000000,98.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,45.215651000000001,-93.337835999999996,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=2001013387,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=2001013387,2393954,Andover,CITY,659447,02,Anoka,32822,45709.200306899998395,2393954_659447,2001013387_2393954_659447
1,20,SR0000060,1772.000000000000000,Superfund,Reilly Tar & Chemical Saint Louis Park,834219,W442,Well,Well,Active, ,66.000000000000000,826.000000000000000,892,6/8/2022 0:00:00,14.000000000000000,1236.000000000000000,78.000000000000000,6.000000000000000,2.000000000000000,11.800000000000001,06/08/2022,71-43-2; 7439-96-5,Benzene; Manganese,23.6 ug/L; 210 ug/L,11.8; 2.1,83-32-9; 86-73-7; 98-82-8; 91-20-3; 108-95-2; 1330-20-7,Acenaphthene; Fluorene; Isopropylbenzene (Cumene); Naphthalene; Phenol; Xylene (Total),1.6 ug/L; .068 ug/L; 1.8 ug/L; 1.9 ug/L; 17.8 ug/L; 3.8 ug/L,.02; 0; .01; .03; 0; .01,06/08/2022,44.936647999999998,-93.365921999999998,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=834219,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=834219,2396500,Saint Louis Park,CITY,659472,27,Hennepin,49786,27165.562444899998809,2396500_659472,834219_2396500_659472
1,21,SW-100,1300.000000000000000,Closed Landfill,Waseca County Landfill,671107,MW-405,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,28.000000000000000,1110.000000000000000,1138,5/7/2020 0:00:00,40.000000000000000,2963.000000000000000,74.000000000000000,4.000000000000000,1.000000000000000,6.540000000000000,05/24/2018,7439-96-5,Manganese,654 ug/L,6.54,7440-38-2; 7440-39-3; 7440-02-0; 7440-66-6,Arsenic; Barium; Nickel; Zinc,4.77 ug/L; 257 ug/L; 1.14 ug/L; 16 ug/L,.48; .13; .01; .01,05/24/2018,44.010711000000001,-93.502009999999999,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=671107,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=671107,665235,Otisco,TOWNSHIP,659525,81,Waseca,551,38609.075616699999955,665235_659525,671107_665235_659525
1,22,SR0000055,1449.000000000000000,Superfund,Oakdale Dump Sites,457693, ,Well,Well-Domestic,Active,Jordan,260.000000000000000,0.000000000000000, ,4/21/2022 0:00:00,2.000000000000000,42.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.962339000000000,-92.847983999999997,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=457693,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=457693,665966,West Lakeland,TOWNSHIP,659526,82,Washington,3941,24495.634817300000577,665966_659526,457693_665966_659526
1,23,SR0000084,1389.000000000000000,Superfund,Baytown Twp Groundwater Cont,2001004400,F-131,Well,Well-Temporary, , ,54.000000000000000,873.000000000000000,927.23,5/23/2019 0:00:00,1.000000000000000,69.000000000000000,66.000000000000000,1.000000000000000,2.000000000000000,460.000000000000000,05/23/2019,79-01-6; 156-59-2,"Trichloroethene; cis-1,2-Dichloroethene",184 ug/L; 41.4 ug/L,460; 6.9,156-60-5,"trans-1,2-Dichloroethene",1.6 ug/L,.18,05/23/2019,45.003233999999999,-92.875810999999999,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=2001004400,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=2001004400,2395589,Lake Elmo,CITY,659526,82,Washington,13514,36647.448345800003153,2395589_659526,2001004400_2395589_659526
1,24,SR0001491,43625976.000000000000000,Superfund,East Metro PFAS,142454, ,Well,Well-Domestic,Active,Prairie du Chien Group,260.000000000000000,664.000000000000000,924,5/30/2012 0:00:00,2.000000000000000,28.000000000000000,7.000000000000000,1.000000000000000,0.000000000000000,0.130000000000000, , , , , ,375-22-4,Perfluorobutanoic acid (PFBA),.89 ug/L,.13,05/30/2012,44.862645000000001,-92.957950999999994,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=142454,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=142454,2397369,Woodbury,CITY,659526,82,Washington,77224,40891.720656600002258,2397369_659526,142454_2397369_659526
1,25,SW-69,1289.000000000000000,Closed Landfill,Faribault County Landfill,433578,MW-4,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,20.000000000000000,1086.000000000000000,1106,5/1/2020 0:00:00,71.000000000000000,4771.000000000000000,78.000000000000000,3.000000000000000,0.000000000000000,0.580000000000000, , , , , ,75-34-3; 7439-96-5; 7440-02-0,"1,1-Dichloroethane; Manganese, Dissolved; Nickel",.6 ug/L; 58 ug/L; 3.59 ug/L,.01; .58; .04,05/01/2020,43.660693999999999,-93.892523999999995,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=433578,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=433578,664095,Emerald,TOWNSHIP,659467,22,Faribault,212,39439.305894500001159,664095_659467,433578_664095_659467
1,26,SR0001491,43625976.000000000000000,Superfund,East Metro PFAS,257614, ,Well,Well-Domestic, , ,0.000000000000000,0.000000000000000,918.0184021,1/25/2022 0:00:00,3.000000000000000,42.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.830730000000003,-92.887814000000006,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=257614,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=257614,2393644,Cottage Grove,CITY,659526,82,Washington,41027,48122.863541799997620,2393644_659526,257614_2393644_659526
1,27,SA0000608,130659792.000000000000000,Site Assessment,Pine City Wells,1000026251, ,Well,Well-Domestic,Active, ,0.000000000000000,0.000000000000000, ,5/18/2022 0:00:00,1.000000000000000,26.000000000000000,25.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000, , , , , ,375-22-4,Perfluorobutanoic acid (PFBA),.012 ug/L,0,05/18/2022,45.857861000000000,-92.953581999999997,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000026251,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000026251,665330,Pokegama,TOWNSHIP,659503,58,Pine,2891,73304.335143400006928,665330_659503,1000026251_665330_659503
1,28,SW-1,1246.000000000000000,Closed Landfill,Washington County Landfill,710101, ,Well,Well-Domestic, ,Prairie du Chien Group,170.000000000000000,0.000000000000000, ,8/15/2024 0:00:00,3.000000000000000,94.000000000000000,44.000000000000000,8.000000000000000,2.000000000000000,354.430000000000007,08/15/2024,335-67-1; 335-67-1,PFOA; PFOA,.0028 ug/L; .0028 ug/L,354.43; 354.43,375-22-4; 375-22-4; 375-73-5; 375-73-5; 307-24-4; 307-24-4; 355-46-4; 355-46-4,PFBA; PFBA; PFBS; PFBS; PFHxA; PFHxA; PFHxS; PFHxS,.15 ug/L; .15 ug/L; .0015 ug/L; .0015 ug/L; .0021 ug/L; .0021 ug/L; .001 ug/L; .001 ug/L,.02; .02; .02; .02; .01; .01; .1; .1,08/15/2024,45.009273000000000,-92.891284999999996,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=710101,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=710101,2395589,Lake Elmo,CITY,659526,82,Washington,13514,36647.448345800003153,2395589_659526,710101_2395589_659526
1,29,SR0001491,43625976.000000000000000,Superfund,East Metro PFAS,623873, ,Well,Well-Domestic,Active,Jordan,280.000000000000000,623.000000000000000,903,5/31/2017 0:00:00,2.000000000000000,28.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.802073999999998,-92.896189000000007,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=623873,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=623873,2393644,Cottage Grove,CITY,659526,82,Washington,41027,48122.863541799997620,2393644_659526,623873_2393644_659526
1,30,SW-52,1271.000000000000000,Closed Landfill,Chippewa County Landfill,1000022251, ,Well,Well-Domestic,Active, ,54.000000000000000,989.000000000000000,1043.29,11/12/2019 0:00:00,1.000000000000000,76.000000000000000,76.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.931176999999998,-95.629131999999998,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000022251,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000022251,665660,Sparta,TOWNSHIP,659457,12,Chippewa,739,96250.596501799998805,665660_659457,1000022251_665660_659457
1,31,SR0000365,31373698.000000000000000,Superfund,3M Woodbury,257704,257704,Well,Well-Other, , ,0.000000000000000,0.000000000000000, ,5/28/2019 0:00:00,2.000000000000000,28.000000000000000,10.000000000000000,2.000000000000000,0.000000000000000,0.120000000000000, , , , , ,375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.82 ug/L; .82 ug/L,.12; .12,05/28/2019,44.798890000000000,-92.994649999999993,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=257704,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=257704,664354,Grey Cloud Island,TOWNSHIP,659526,82,Washington,285,23167.761173300001246,664354_659526,257704_664354_659526
1,32,SR0000349,1832.000000000000000,Superfund,MDA - Kettle River Creosote,677110,MW-5,Well,Well-Monitoring,Active,Hinckley Sandstone,25.000000000000000,1037.000000000000000,1061.72,10/19/2020 0:00:00,12.000000000000000,513.000000000000000,89.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,46.121752000000001,-92.872964999999994,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=677110,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=677110,2396533,Sandstone,CITY,659503,58,Pine,2583,24316.687823500000377,2396533_659503,677110_2396533_659503
1,33,SR0001491,43625976.000000000000000,Superfund,East Metro PFAS,593137, ,Well,Well-Domestic, ,Jordan,280.000000000000000,616.000000000000000,896.4665641,6/2/2022 0:00:00,6.000000000000000,717.000000000000000,225.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, , , , , , , , , , ,44.977528999999997,-92.808436999999998,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=593137,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=593137,665966,West Lakeland,TOWNSHIP,659526,82,Washington,3941,24495.634817300000577,665966_659526,593137_665966_659526
1,34,SA0000608,130659792.000000000000000,Site Assessment,Pine City Wells,1000026255, ,Well,Well-Domestic,Active, ,0.000000000000000,0.000000000000000, ,6/15/2022 0:00:00,1.000000000000000,26.000000000000000,24.000000000000000,1.000000000000000,1.000000000000000,97.469999999999999,06/15/2022,335-67-1,Perfluorooctanoic acid (PFOA),.00077 ug/L,97.47,375-22-4,Perfluorobutanoic acid (PFBA),.003 ug/L,0,06/15/2022,45.842126000000000,-92.948250000000002,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000026255,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000026255,665330,Pokegama,TOWNSHIP,659503,58,Pine,2891,73304.335143400006928,665330_659503,1000026255_665330_659503
1,35,SR0000055,1449.000000000000000,Superfund,Oakdale Dump Sites,645631, ,Well,Well-Domestic,Active,Jordan,277.000000000000000,620.000000000000000,896.7487164,10/25/2021 0:00:00,2.000000000000000,42.000000000000000,12.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000, , , , , ,375-22-4; 375-22-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA),.013 ug/L; .013 ug/L,0; 0,10/25/2021,44.976464999999997,-92.807260999999997,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=645631,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=645631,665966,West Lakeland,TOWNSHIP,659526,82,Washington,3941,24495.634817300000577,665966_659526,645631_665966_659526
1,36,LS0018288,8553327.000000000000000,Petroleum,Farmers Union Oil Co,802967,MW-7,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,36.000000000000000,63.000000000000000,98.78,2/4/2016 0:00:00,7.000000000000000,568.000000000000000,83.000000000000000,1.000000000000000,0.000000000000000,0.470000000000000, , , , , ,127-18-4,Tetrachloroethylene,1.87 ug/L,.47,02/04/2016,45.872067999999999,-95.378017999999997,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=802967,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=802967,2393918,Alexandria,CITY,659466,21,Douglas,15263,71747.452943600001163,2393918_659466,802967_2393918_659466
