Group,Program,Preferred ID,Facility name,Sys Loc Code,Loc Name,Loc Type,Latitude,Longitude,Sys Sample Code,Sample date,Medium,Matrix,Analyte,Analyte Short Name,CAS,Detect Flag,Result text,Result numeric,Unit,Lab Qualifiers,Detect description,Method Detection Limit,Reporting Detection Limit,Approval code,Fraction,Dilution factor,Result type code,Analytic method,AI ID,AI name,Address,City,State,Zip Code,County
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,N,<1.1,,ng/L,<,Below Method Detection Limit,1.1,3.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,N,<1.7,,ng/L,<,Below Method Detection Limit,1.7,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,N,<1.8,,ng/L,<,Below Method Detection Limit,1.8,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctadecanoic acid,PFODA,16517-11-6,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctanesulfonic acid,PFOS,1763-23-1,N,<1.4,,ng/L,<,Below Method Detection Limit,1.4,4.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<1.5,,ng/L,<,Below Method Detection Limit,1.5,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,N,<1.8,,ng/L,<,Below Method Detection Limit,1.8,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857360,MW-16,Well,48.660292,-94.842863,857360.2306061034.000S,2023-06-06,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<1.0,,ng/L,<,Below Method Detection Limit,1.0,4.3,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<1.9,,ng/L,<,Below Method Detection Limit,1.9,4.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<1.2,,ng/L,<,Below Method Detection Limit,1.2,3.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.98,,ng/L,<,Below Method Detection Limit,0.98,3.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<1.1,,ng/L,<,Below Method Detection Limit,1.1,4.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.99,,ng/L,<,Below Method Detection Limit,0.99,3.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<1.9,,ng/L,<,Below Method Detection Limit,1.9,4.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<1.7,,ng/L,<,Below Method Detection Limit,1.7,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<1.0,,ng/L,<,Below Method Detection Limit,1.0,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<1.5,,ng/L,<,Below Method Detection Limit,1.5,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<1.2,,ng/L,<,Below Method Detection Limit,1.2,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,Y,12.2,12.2,ng/L,,,1.9,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<1.2,,ng/L,<,Below Method Detection Limit,1.2,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<1.1,,ng/L,<,Below Method Detection Limit,1.1,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,11.2,11.2,ng/L,,,1.0,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,3.4,3.4,ng/L,J,,1.0,3.7,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<1.0,,ng/L,<,Below Method Detection Limit,1.0,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<1.2,,ng/L,<,Below Method Detection Limit,1.2,4.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,20.7,20.7,ng/L,,,1.4,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<1.4,,ng/L,<,Below Method Detection Limit,1.4,4.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,Y,25.9,25.9,ng/L,,,1.9,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorohexadecanoic acid,PFHxDA,67905-19-5,N,<0.94,,ng/L,<,Below Method Detection Limit,0.94,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,11.1,11.1,ng/L,,,1.1,3.8,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,N,<1.7,,ng/L,<,Below Method Detection Limit,1.7,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<1.2,,ng/L,<,Below Method Detection Limit,1.2,4.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,48.8,48.8,ng/L,,,1.8,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctadecanoic acid,PFODA,16517-11-6,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctanesulfonic acid,PFOS,1763-23-1,N,<1.4,,ng/L,<,Below Method Detection Limit,1.4,3.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<1.5,,ng/L,<,Below Method Detection Limit,1.5,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,36.9,36.9,ng/L,,,1.7,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,1.8,1.8,ng/L,J,,1.3,3.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Landfills and other solid waste management facilities,Solid Waste,SW-342,Lake of the Woods Co Recovery Facility,857362,MW-18,Well,48.659389,-94.840277,857362.2306061345.000S,2023-06-06,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<1.0,,ng/L,<,Below Method Detection Limit,1.0,4.2,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3965.0,Lake of the Woods County Recovery Facility,1758 53rd Ave SW,Williams,MN,56686,Lake Of The Woods
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<4.68,,ng/L,<,Below Method Detection Limit,4.68,20.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,FTCA 3:3,3:3 FTCA,356-02-5,N,<7.41,,ng/L,<,Below Method Detection Limit,7.41,25.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<3.16,,ng/L,<,Below Method Detection Limit,3.16,20.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,FTCA 5:3,5:3 FTCA,914637-49-3,N,<9.40,,ng/L,<,Below Method Detection Limit,9.4,125.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,FtS 6:2 acid,6:2 FtS,27619-97-2,N,<4.73,,ng/L,<,Below Method Detection Limit,4.73,20.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,FTCA 7:3 ion,7:3 FTCA,812-70-4,N,<12.8,,ng/L,<,Below Method Detection Limit,12.8,125.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<2.72,,ng/L,<,Below Method Detection Limit,2.72,20.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<3.67,,ng/L,<,Below Method Detection Limit,3.67,20.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<2.86,,ng/L,<,Below Method Detection Limit,2.86,20.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
Municipal wastewater treatment plants,Wastewater,MN0023931,Le Center WWTP MN0023931,FA00262,WS 001,Influent Waste Stream,44.37714,-93.7364,FA00262.2303291218.000S,2023-03-29,Water,Inf-WWTP,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<1.42,,ng/L,<,Below Method Detection Limit,1.42,5.0,Prelim,Total,1.0,TRG,1633,2951.0,Le Center WWTP,601 S Maple Ave,Le Center,MN,56057,Le Sueur
