Group,Program,Preferred ID,Facility name,Sys Loc Code,Loc Name,Loc Type,Latitude,Longitude,Sys Sample Code,Sample date,Medium,Matrix,Analyte,Analyte Short Name,CAS,Detect Flag,Result text,Result numeric,Unit,Lab Qualifiers,Detect description,Method Detection Limit,Reporting Detection Limit,Approval code,Fraction,Dilution factor,Result type code,Analytic method,AI ID,AI name,Address,City,State,Zip Code,County
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<4.4,,ng/L,<,Below Method Detection Limit,4.4,17.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,"Perfluoro-3,6-dioxaheptanoic acid",NFDHA,151772-58-6,N,<0.87,,ng/L,<,Below Method Detection Limit,0.87,3.5,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<4.4,,ng/L,<,Below Method Detection Limit,4.4,17.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,21,21.0,ng/L,,,1.7,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,7.8,7.8,ng/L,,,0.26,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,Y,1.2,1.2,ng/L,J,,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.78,,ng/L,<,Below Method Detection Limit,0.78,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,62,62.0,ng/L,,,0.45,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,Y,9.9,9.9,ng/L,,,0.35,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,Y,56,56.0,ng/L,,,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,38,38.0,ng/L,,,0.5,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluoro-3-methoxypropanoic acid,PFMPA,377-73-1,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,3.5,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,Y,25,25.0,ng/L,,,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.35,,ng/L,<,Below Method Detection Limit,0.35,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,340,340.0,ng/L,,,0.56,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorooctane sulfonate,PFOS,45298-90-6,Y,340,340.0,ng/L,,,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,19,19.0,ng/L,N1,,0.87,3.5,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,5.1,5.1,ng/L,,,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433125,MW-6A,Well-Monitoring,45.84719,-93.348635,433125.2304241135.000S,2023-04-24,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.7,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<1.8,,ng/L,<,Below Method Detection Limit,1.8,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<1.5,,ng/L,<,Below Method Detection Limit,1.5,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,FTCA 5:3 ion,5:3 FTCA,1799325-94-2,N,<8.8,,ng/L,<,Below Method Detection Limit,8.8,44.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<2.3,,ng/L,<,Below Method Detection Limit,2.3,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.88,,ng/L,<,Below Method Detection Limit,0.88,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.62,,ng/L,<,Below Method Detection Limit,0.62,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<1.8,,ng/L,<,Below Method Detection Limit,1.8,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<1.1,,ng/L,<,Below Method Detection Limit,1.1,3.5,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<4.4,,ng/L,<,Below Method Detection Limit,4.4,18.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,"Perfluoro-3,6-dioxaheptanoic acid",NFDHA,151772-58-6,N,<0.88,,ng/L,<,Below Method Detection Limit,0.88,3.5,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<4.4,,ng/L,<,Below Method Detection Limit,4.4,18.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,16,16.0,ng/L,,,1.8,7.0,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,9.1,9.1,ng/L,,,0.26,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.79,,ng/L,<,Below Method Detection Limit,0.79,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,17,17.0,ng/L,,,0.46,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,Y,1.8,1.8,ng/L,,,0.35,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,Y,19,19.0,ng/L,,,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,16,16.0,ng/L,,,0.5,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluoro-3-methoxypropanoic acid,PFMPA,377-73-1,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,3.5,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,Y,3,3.0,ng/L,,,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.35,,ng/L,<,Below Method Detection Limit,0.35,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,90,90.0,ng/L,,,0.56,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorooctane sulfonate,PFOS,45298-90-6,Y,18,18.0,ng/L,N1,,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,14,14.0,ng/L,N1,,0.88,3.5,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,3,3.0,ng/L,,,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433196,MW-4A,Well-Monitoring,45.846354,-93.349443,433196.2304241145.000S,2023-04-24,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.8,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
Landfills and other solid waste management facilities,Solid Waste,SW-17,East Central Solid Waste Commission,433198,MW-5A,Well-Monitoring,45.847812,-93.349633,433198.2304241125.000S,2023-04-24,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<1.8,,ng/L,<,Below Method Detection Limit,1.8,7.1,Prelim,Total,1.0,TRG,1633,1441.0,East Central Solid Waste Commission,1756 180th Ave,Mora,MN,55051,Kanabec
