unnamed: 0,unnamed: 0.2,unnamed: 0.1,group,program,preferred id,facility name,sys loc code,loc name,loc type,latitude,longitude,sys sample code,sample date,medium,matrix,analyte,analyte short name,cas,detect flag,result text,result numeric,unit,lab qualifiers,detect description,method detection limit,reporting detection limit,approval code,fraction,dilution factor,result type code,analytic method,ai id,ai name,address,city,state,zip code,county
5450,5450,5450,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<1.0,,ng/L,,Below Reporting Limit,0.2,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5451,5451,5451,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<1.0,,ng/L,,Below Reporting Limit,0.16,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5452,5452,5452,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.085,,ng/L,,Below Method Detection Limit,0.085,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5453,5453,5453,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<0.13,,ng/L,,Below Method Detection Limit,0.13,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5454,5454,5454,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.20,,ng/L,,Below Method Detection Limit,0.2,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5455,5455,5455,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<0.12,,ng/L,,Below Method Detection Limit,0.12,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5456,5456,5456,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorobutanoic acid,PFBA,375-22-4,Y,52,52.0,ng/L,,,0.41,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5457,5457,5457,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,1.6,1.6,ng/L,,,0.3,0.91,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5458,5458,5458,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorodecanoic acid,PFDA,335-76-2,N,<1.0,,ng/L,,Below Reporting Limit,0.16,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5459,5459,5459,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorododecanoic acid,PFDoA,307-55-1,N,<1.0,,ng/L,,Below Reporting Limit,0.11,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5460,5460,5460,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.16,,ng/L,,Below Method Detection Limit,0.16,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5461,5461,5461,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.11,,ng/L,,Below Method Detection Limit,0.11,0.99,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5462,5462,5462,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,1.8,1.8,ng/L,,,0.19,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5463,5463,5463,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,Y,1.5,1.5,ng/L,,,0.19,0.98,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5464,5464,5464,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorohexanoic acid,PFHxA,307-24-4,Y,5,5.0,ng/L,,,0.28,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5465,5465,5465,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorohexadecanoic acid,PFHxDA,67905-19-5,N,<0.26,,ng/L,,Below Method Detection Limit,0.26,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5466,5466,5466,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorohexanesulfonic acid,PFHxS,355-46-4,N,<0.19,,ng/L,,Below Method Detection Limit,0.19,0.94,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5467,5467,5467,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorononanoic acid,PFNA,375-95-1,N,<1.0,,ng/L,,Below Reporting Limit,0.38,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5468,5468,5468,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.16,,ng/L,,Below Method Detection Limit,0.16,0.99,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5469,5469,5469,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorooctanoic acid,PFOA,335-67-1,Y,2.8,2.8,ng/L,,,0.22,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5470,5470,5470,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorooctadecanoic acid,PFODA,16517-11-6,N,<0.21,,ng/L,,Below Method Detection Limit,0.21,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5471,5471,5471,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorooctane sulfonate,PFOS,45298-90-6,Y,7.1,7.1,ng/L,,,0.39,0.95,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5472,5472,5472,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.18,,ng/L,,Below Method Detection Limit,0.18,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5473,5473,5473,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,17,17.0,ng/L,,,0.42,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5474,5474,5474,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,N,<0.16,,ng/L,,Below Method Detection Limit,0.16,0.97,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5475,5475,5475,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.25,,ng/L,,Below Method Detection Limit,0.25,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5476,5476,5476,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.15,,ng/L,,Below Method Detection Limit,0.15,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5477,5477,5477,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00897,BML Equivalent 01,BML Equivalent 01,45.11261,-93.26789,FA00897.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<1.0,,ng/L,,Below Reporting Limit,0.11,1.0,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5478,5478,5478,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<0.091,,ng/L,,Below Method Detection Limit,0.091,0.48,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5479,5479,5479,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.058,,ng/L,,Below Method Detection Limit,0.058,0.47,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5480,5480,5480,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.097,,ng/L,,Below Method Detection Limit,0.097,0.47,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5481,5481,5481,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,FtS 6:2 acid,6:2 FtS,27619-97-2,Y,16,16.0,ng/L,,,0.27,0.48,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5482,5482,5482,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.13,,ng/L,,Below Method Detection Limit,0.13,0.48,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5483,5483,5483,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.069,,ng/L,,Below Method Detection Limit,0.069,0.47,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5484,5484,5484,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.083,,ng/L,,Below Method Detection Limit,0.083,0.48,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5485,5485,5485,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.056,,ng/L,,Below Method Detection Limit,0.056,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5486,5486,5486,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<0.50,,ng/L,,Below Reporting Limit,0.099,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5487,5487,5487,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.078,,ng/L,,Below Method Detection Limit,0.078,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5488,5488,5488,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.041,,ng/L,,Below Method Detection Limit,0.041,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5489,5489,5489,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<0.064,,ng/L,,Below Method Detection Limit,0.064,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5490,5490,5490,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.50,,ng/L,,Below Reporting Limit,0.099,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5491,5491,5491,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<0.057,,ng/L,,Below Method Detection Limit,0.057,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5492,5492,5492,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorobutanoic acid,PFBA,375-22-4,Y,38,38.0,ng/L,,,0.2,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5493,5493,5493,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,0.9,0.9,ng/L,,,0.15,0.45,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5494,5494,5494,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorodecanoic acid,PFDA,335-76-2,Y,0.82,0.82,ng/L,,,0.077,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5495,5495,5495,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.50,,ng/L,,Below Reporting Limit,0.053,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5496,5496,5496,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.076,,ng/L,,Below Method Detection Limit,0.076,0.49,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5497,5497,5497,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.052,,ng/L,,Below Method Detection Limit,0.052,0.49,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5498,5498,5498,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,1.9,1.9,ng/L,,,0.094,0.5,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
5499,5499,5499,Manufacturing and industrial facilities,Ind Stormwater,MNRNE394P,Dugas Bowers Plating Co MNRNE394P,FA00898,AOC Chrome Plating1,AOC Chrome Plating1,45.11326,-93.2684,FA00898.2210241545.000S,10/24/2022,Water,Wtr-Storm,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<0.48,,ng/L,,Below Reporting Limit,0.095,0.48,Prelim,Total,1,TRG,PACE PFAS ID,8063,Dugas Bowers Plating Co,7965 Main St NE,Fridley,MN,55432-1843,Anoka
